U_TIME,HUMAN_TIME,MESSAGE,STAGE,P/NP
1689878632911366000,19:43:52.911620,H,POEM,NP
1689878642913119000,19:44:02.914540,H,POEM,NP
1689878652916100000,19:44:12.917132,H,POEM,NP
1689878662918139000,19:44:22.918789,H,POEM,NP
1689878672920451000,19:44:32.921270,H,POEM,NP
1689878682923213000,19:44:42.923650,H,POEM,NP
1689878692925558000,19:44:52.925980,H,POEM,NP
1689878702927341000,19:45:02.928057,H,POEM,NP
1689878712929784000,19:45:12.930398,H,POEM,NP
1689878722931938000,19:45:22.932416,H,POEM,NP
1689878732933293000,19:45:32.933904,H,POEM,NP
1689878742935487000,19:45:42.936097,H,POEM,NP
1689878752937676000,19:45:52.938229,H,POEM,NP
1689878762939781000,19:46:02.940390,H,POEM,NP
1689878772942118000,19:46:12.942951,H,POEM,NP
1689878782944696000,19:46:22.945145,H,POEM,NP
1689878792946676000,19:46:32.947261,H,POEM,NP
1689878802948679000,19:46:42.949149,H,POEM,NP
1689878812950455000,19:46:52.950912,H,POEM,NP
1689878821385757000,19:47:01.387087,A  Not found,POEM,NP
1689878822952336000,19:47:02.952980,H,POEM,NP
1689878832954642000,19:47:12.955097,H,POEM,NP
1689878835706157000,19:47:15.706514,A LOST,POEM,NP
1689878842956670000,19:47:22.957292,H,POEM,NP
1689878852958935000,19:47:32.959596,H,POEM,NP
1689878862961937000,19:47:42.963287,H,POEM,NP
1689878872964836000,19:47:52.965445,H,POEM,NP
1689878882966891000,19:48:02.967087,H,POEM,NP
1689878892968358000,19:48:12.968897,H,POEM,NP
1689878902970407000,19:48:22.971128,H,POEM,NP
1689878912972568000,19:48:32.973648,H,POEM,NP
1689878922975045000,19:48:42.976899,H,POEM,NP
1689878932979373000,19:48:52.980062,H,POEM,NP
1689878941641588000,19:49:01.642474,CHANGE_COSTUME,RITUAL_DANCE,P
1689878942982047000,19:49:02.983013,H,RITUAL_DANCE,P
1689878952984645000,19:49:12.985225,H,RITUAL_DANCE,P
1689878962986819000,19:49:22.987469,H,RITUAL_DANCE,P
1689878972989160000,19:49:32.989784,H,RITUAL_DANCE,P
1689878982991379000,19:49:42.992375,H,RITUAL_DANCE,P
1689878992994040000,19:49:52.994722,H,RITUAL_DANCE,P
1689879002996287000,19:50:02.996909,H,RITUAL_DANCE,P
1689879012998085000,19:50:12.998536,H,RITUAL_DANCE,P
1689879022999892000,19:50:23.000450,H,RITUAL_DANCE,P
1689879033002084000,19:50:33.002681,H,RITUAL_DANCE,P
1689879043004066000,19:50:43.004673,H,RITUAL_DANCE,P
1689879053011256000,19:50:53.011923,H,THE_DANCE,P
1689879060815594000,19:51:00.816177,CHANGE_COSTUME,THE_DANCE,P
1689879063012662000,19:51:03.013135,H,THE_DANCE,P
1689879073014811000,19:51:13.015452,H,THE_DANCE,P
1689879083017115000,19:51:23.017618,H,THE_DANCE,P
1689879093019209000,19:51:33.019986,H,THE_DANCE,P
1689879103021528000,19:51:43.022263,H,THE_DANCE,P
1689879113024743000,19:51:53.025488,H,THE_DANCE,P
1689879120828424000,19:52:00.829105,ROULADE,THE_DANCE,P
1689879123027076000,19:52:03.027696,H,THE_DANCE,P
1689879133029283000,19:52:13.029934,H,THE_DANCE,P
1689879143031176000,19:52:23.031749,H,THE_DANCE,P
1689879153033363000,19:52:33.033996,H,THE_DANCE,P
1689879163035408000,19:52:43.035993,H,THE_DANCE,P
1689879173037145000,19:52:53.037699,H,THE_DANCE,P
1689879183038230000,19:53:03.038444,H,THE_DANCE,P
1689879193040063000,19:53:13.040728,H,THE_DANCE,P
1689879203042812000,19:53:23.043507,H,THE_DANCE,P
1689879213045498000,19:53:33.046855,H,THE_DANCE,P
1689879223049364000,19:53:43.049499,H,THE_DANCE,P
1689879233050290000,19:53:53.050859,H,THE_DANCE,P
1689879243053190000,19:54:03.053881,H,THE_DANCE,P
1689879253055502000,19:54:13.056157,H,THE_DANCE,P
1689879263057978000,19:54:23.058796,H,THE_DANCE,P
1689879273061328000,19:54:33.062405,H,THE_DANCE,P
1689879283064221000,19:54:43.064834,H,THE_DANCE,P
1689879293066950000,19:54:53.067575,H,THE_DANCE,P
1689879301655037000,19:55:01.655785,DONE,THE_DANCE,P
1689879303069792000,19:55:03.070482,H,THE_DANCE,P
1689879313071877000,19:55:13.072426,H,THE_DANCE,P
1689879323073884000,19:55:23.074435,H,THE_DANCE,P
1689879333076018000,19:55:33.077018,H,THE_DANCE,P
